  lat     long      exx        eyy        exy      var(exx)   var(eyy)   var(exy)  cc_xx_yy  cc_xx_xy  cc_yy_xy
-17.250 -178.500  0.489E+02 -0.328E+02 -0.503E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -177.900  0.524E+02 -0.147E+02 -0.578E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -177.300  0.958E+02 -0.536E+02 -0.120E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -176.700  0.118E+03 -0.666E+02 -0.304E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -176.100  0.134E+03 -0.566E+02 -0.409E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -175.500  0.167E+03 -0.400E+02 -0.482E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -174.900  0.200E+03 -0.749E+01 -0.530E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -174.300  0.179E+03  0.500E+02 -0.591E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -173.700 -0.934E+02  0.830E+01 -0.458E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -173.100 -0.481E+03 -0.385E+02  0.647E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -172.500 -0.580E+03 -0.311E+02  0.850E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -171.900 -0.445E+03 -0.194E+02  0.754E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -171.300 -0.160E+03 -0.717E+01  0.382E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250 -113.100  0.208E+04 -0.654E-11 -0.260E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -74.100 -0.102E+03 -0.317E+02 -0.554E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -73.500 -0.171E+03 -0.545E+02 -0.117E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -72.900 -0.186E+03 -0.456E+02 -0.130E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -72.300 -0.189E+03 -0.496E+02 -0.126E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -71.700 -0.157E+03 -0.268E+02 -0.598E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -71.100 -0.437E+02 -0.957E+01 -0.104E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -70.500 -0.457E+02 -0.157E+02 -0.184E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -69.900 -0.976E+01 -0.128E+02 -0.477E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -69.300 -0.932E+01 -0.719E+01 -0.728E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -68.700 -0.815E+01 -0.574E+01 -0.631E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -68.100 -0.851E+01 -0.653E+01 -0.753E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -67.500 -0.738E+01 -0.884E+01 -0.105E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -66.900 -0.881E+01 -0.152E+02 -0.145E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -66.300 -0.144E+02 -0.123E+02 -0.220E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -65.700 -0.125E+02 -0.111E+02 -0.188E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -65.100 -0.911E+01 -0.799E+01 -0.167E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -64.500 -0.338E+01 -0.592E+01 -0.739E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -63.900 -0.157E+01 -0.326E+01 -0.314E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -63.300 -0.890E+00 -0.971E+00 -0.107E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -14.700  0.915E+02  0.109E+02  0.516E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-17.250  -14.100  0.375E+03  0.296E+02  0.103E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   27.300  0.433E+00  0.128E+00 -0.291E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   27.900  0.174E+01  0.184E+00 -0.730E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   28.500  0.193E+01  0.148E+00 -0.557E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   29.100  0.217E+01  0.172E+00 -0.517E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   29.700  0.217E+01  0.745E-01 -0.389E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   30.300  0.218E+01  0.127E-01 -0.289E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   30.900  0.216E+01 -0.356E-01 -0.206E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   31.500  0.210E+01 -0.730E-01 -0.144E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   32.100  0.203E+01 -0.101E+00 -0.930E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   32.700  0.194E+01 -0.116E+00 -0.506E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   33.300  0.187E+01 -0.114E+00 -0.173E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   33.900  0.181E+01 -0.885E-01  0.470E-02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   34.500  0.179E+01 -0.454E-01  0.111E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   35.100  0.180E+01  0.900E-02  0.693E-03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   35.700  0.183E+01  0.563E-01 -0.225E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   36.300  0.187E+01  0.895E-01 -0.493E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   36.900  0.190E+01  0.974E-01 -0.682E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   37.500  0.192E+01  0.882E-01 -0.693E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   38.100  0.191E+01  0.674E-01 -0.522E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   38.700  0.189E+01  0.448E-01 -0.200E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   39.300  0.186E+01  0.299E-01  0.213E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   39.900  0.183E+01  0.228E-01  0.636E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   40.500  0.183E+01  0.216E-01  0.102E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   41.100  0.183E+01  0.234E-01  0.134E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   41.700  0.185E+01  0.196E-01  0.162E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   42.300  0.189E+01  0.698E-02  0.194E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   42.900  0.193E+01 -0.153E-01  0.234E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   43.500  0.201E+01 -0.550E-01  0.303E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   44.100  0.213E+01 -0.118E+00  0.331E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   44.700  0.257E+01 -0.299E+00  0.806E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   45.300  0.414E+00  0.105E-01  0.816E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   45.900  0.129E+00  0.195E+00  0.475E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   46.500  0.861E-01  0.215E+00  0.321E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   47.100  0.705E-01  0.183E+00  0.197E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   47.700  0.776E-01  0.638E-01  0.795E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   66.300  0.186E+03 -0.495E+02  0.139E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   66.900  0.250E+03 -0.132E+03 -0.127E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   67.500  0.332E+02 -0.135E+02 -0.663E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   87.300 -0.878E+00 -0.196E+00  0.115E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   87.900 -0.916E+00 -0.974E+00  0.203E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   88.500 -0.101E+01 -0.133E+01  0.286E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   89.100 -0.110E+01 -0.124E+01  0.325E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   89.700 -0.115E+01 -0.116E+01  0.323E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   90.300 -0.118E+01 -0.112E+01  0.309E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   90.900 -0.122E+01 -0.107E+01  0.291E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   91.500 -0.124E+01 -0.102E+01  0.274E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   92.100 -0.125E+01 -0.101E+01  0.259E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   92.700 -0.124E+01 -0.112E+01  0.251E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   93.300 -0.120E+01 -0.136E+01  0.248E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   93.900 -0.117E+01 -0.173E+01  0.254E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   94.500 -0.111E+01 -0.220E+01  0.269E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   95.100 -0.779E+00 -0.278E+01  0.268E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   95.700 -0.919E+00 -0.471E+01  0.301E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   96.300 -0.201E+00 -0.430E+01  0.995E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   96.900 -0.305E-01 -0.300E+01  0.726E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   97.500 -0.322E-02 -0.213E+01  0.680E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   98.100 -0.610E-01 -0.135E+01  0.613E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750   98.700 -0.309E+00 -0.409E+00  0.374E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  167.100 -0.404E+03  0.125E+02 -0.509E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  167.700 -0.261E+03  0.115E+02 -0.111E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  168.300 -0.426E+03  0.491E+02  0.102E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  168.900  0.948E+01  0.158E+02  0.367E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  169.500  0.790E+02  0.983E+01  0.163E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  170.100  0.586E+02  0.444E+01 -0.164E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  170.700  0.343E+02  0.601E+01 -0.130E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  171.300  0.195E+02  0.105E+02 -0.153E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  171.900  0.924E+01  0.156E+02 -0.156E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  172.500  0.465E+01  0.179E+02 -0.164E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  173.100  0.313E+01  0.173E+02 -0.186E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  173.700  0.282E+01  0.155E+02 -0.216E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  174.300  0.325E+01  0.132E+02 -0.243E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  174.900  0.444E+01  0.108E+02 -0.263E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  175.500  0.689E+01  0.802E+01 -0.297E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  176.100  0.115E+02  0.450E+01 -0.394E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  176.700  0.173E+02  0.206E+01 -0.548E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  177.300  0.198E+02  0.242E+01 -0.635E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  177.900  0.169E+02  0.122E+01 -0.626E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  178.500  0.203E+02 -0.532E+00 -0.691E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  179.100  0.180E+02  0.932E+01 -0.438E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  179.700  0.221E+02  0.525E+02 -0.778E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -179.700  0.461E+02 -0.156E+02 -0.234E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -179.100  0.833E+02 -0.665E+02 -0.306E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -178.500  0.965E+02 -0.618E+02 -0.761E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -177.900  0.564E+02 -0.248E+02 -0.422E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -177.300  0.667E+02 -0.247E+02 -0.214E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -176.700  0.988E+02 -0.433E+02 -0.258E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -176.100  0.130E+03 -0.483E+02 -0.377E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -175.500  0.162E+03 -0.376E+02 -0.455E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -174.900  0.226E+03 -0.239E+02 -0.312E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -174.300  0.239E+03  0.176E+02  0.329E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -173.700 -0.144E+02 -0.199E+02  0.616E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -173.100 -0.568E+03 -0.350E+02  0.804E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -172.500 -0.606E+03 -0.632E+01  0.556E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -171.900 -0.414E+03 -0.262E+01  0.467E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -171.300 -0.205E+03  0.540E+00  0.313E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750 -113.100  0.207E+04 -0.654E-11 -0.259E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -74.700 -0.834E+02 -0.431E+02 -0.669E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -74.100 -0.227E+03 -0.845E+02 -0.174E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -73.500 -0.167E+03 -0.530E+02 -0.129E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -72.900 -0.144E+03 -0.362E+02 -0.991E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -72.300 -0.115E+03 -0.308E+02 -0.648E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -71.700 -0.583E+02 -0.797E+01 -0.116E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -71.100 -0.656E+02 -0.101E+02 -0.132E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -70.500 -0.385E+02 -0.654E+01 -0.261E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -69.900 -0.972E+01 -0.594E+01  0.204E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -69.300 -0.140E+02 -0.733E+01 -0.741E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -68.700 -0.928E+01 -0.766E+01 -0.619E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -68.100 -0.971E+01 -0.892E+01 -0.813E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -67.500 -0.929E+01 -0.984E+01 -0.959E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -66.900 -0.975E+01 -0.151E+02 -0.132E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -66.300 -0.155E+02 -0.233E+02 -0.229E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -65.700 -0.853E+01 -0.159E+02 -0.896E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -65.100  0.287E-01 -0.648E+01 -0.282E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -14.700  0.164E+03 -0.127E+02 -0.879E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.750  -14.100  0.301E+03 -0.392E+01  0.639E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   27.900  0.707E+00  0.235E+00 -0.478E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   28.500  0.282E+01  0.214E+00 -0.977E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   29.100  0.254E+01  0.606E-01 -0.471E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   29.700  0.247E+01 -0.138E-01 -0.391E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   30.300  0.236E+01 -0.560E-01 -0.248E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   30.900  0.229E+01 -0.861E-01 -0.156E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   31.500  0.220E+01 -0.105E+00 -0.808E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   32.100  0.209E+01 -0.115E+00 -0.172E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   32.700  0.195E+01 -0.107E+00  0.370E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   33.300  0.184E+01 -0.823E-01  0.780E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   33.900  0.175E+01 -0.401E-01  0.103E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   34.500  0.173E+01  0.152E-01  0.106E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   35.100  0.175E+01  0.716E-01  0.842E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   35.700  0.181E+01  0.116E+00  0.418E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   36.300  0.189E+01  0.137E+00 -0.556E-02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   36.900  0.195E+01  0.134E+00 -0.386E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   37.500  0.199E+01  0.109E+00 -0.457E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   38.100  0.198E+01  0.796E-01 -0.238E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   38.700  0.195E+01  0.509E-01  0.205E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   39.300  0.191E+01  0.324E-01  0.758E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   39.900  0.187E+01  0.257E-01  0.131E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   40.500  0.185E+01  0.248E-01  0.177E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   41.100  0.186E+01  0.217E-01  0.209E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   41.700  0.188E+01  0.103E-01  0.229E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   42.300  0.193E+01 -0.145E-01  0.240E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   42.900  0.200E+01 -0.565E-01  0.251E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   43.500  0.214E+01 -0.106E+00  0.234E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   44.100  0.222E+01 -0.197E+00  0.208E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   44.700  0.251E+01 -0.173E-02  0.669E-01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   66.300  0.396E+02 -0.246E+02 -0.710E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   66.900  0.276E+03 -0.803E+02  0.402E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   67.500  0.145E+03 -0.215E+02  0.215E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   87.300 -0.809E+00 -0.218E+00  0.880E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   87.900 -0.878E+00 -0.115E+01  0.175E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   88.500 -0.108E+01 -0.151E+01  0.288E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   89.100 -0.124E+01 -0.120E+01  0.334E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   89.700 -0.132E+01 -0.109E+01  0.327E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   90.300 -0.136E+01 -0.101E+01  0.312E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   90.900 -0.140E+01 -0.923E+00  0.294E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   91.500 -0.141E+01 -0.849E+00  0.276E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   92.100 -0.138E+01 -0.839E+00  0.258E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   92.700 -0.132E+01 -0.938E+00  0.246E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   93.300 -0.126E+01 -0.116E+01  0.240E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   93.900 -0.119E+01 -0.150E+01  0.243E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   94.500 -0.109E+01 -0.199E+01  0.251E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   95.100 -0.964E+00 -0.269E+01  0.259E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   95.700 -0.391E+00 -0.360E+01  0.209E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   96.300 -0.173E-01 -0.357E+01  0.139E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   96.900 -0.569E-01 -0.280E+01  0.102E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   97.500 -0.122E+00 -0.199E+01  0.915E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   98.100 -0.330E+00 -0.113E+01  0.758E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250   98.700 -0.907E+00 -0.206E+00  0.634E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  165.900  0.613E+00 -0.147E+02 -0.186E+00  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  166.500 -0.123E+03 -0.103E+03 -0.105E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  167.100 -0.261E+03 -0.120E+03 -0.125E+03  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  167.700 -0.228E+03  0.801E+02 -0.905E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  168.300 -0.476E+03  0.176E+03 -0.840E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  168.900  0.271E+02  0.312E+02 -0.390E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  169.500  0.743E+02  0.168E+02  0.999E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  170.100  0.329E+02  0.185E+02 -0.726E+01  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  170.700  0.719E+01  0.217E+02 -0.140E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  171.300 -0.270E+01  0.232E+02 -0.152E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  171.900 -0.357E+01  0.219E+02 -0.150E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
-16.250  172.500 -0.257E+01  0.194E+02 -0.159E+02  0.000E+00  0.000E+00  0.000E+00   0.000     0.000     0.000
